name,stationcode,ebike,mechanical,coordonnees_geo,duedate,numbikesavailable,numdocksavailable,capacity,is_renting,is_installed,nom_arrondissement_communes,is_returning,record_timestamp
Thouin - Cardinal Lemoine,5016,15,1,"[48.84504716661511, 2.3494647851273465]",2023-04-28T09:52:31+00:00,16,1,17,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Froment - Bréguet,11025,0,15,"[48.8570414504784, 2.37289470306807]",2023-04-28T09:53:36+00:00,15,25,43,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Le Brix et Mesmin - Jourdan,14108,1,0,"[48.82234096593411, 2.327861653302471]",2023-04-28T09:52:35+00:00,1,18,21,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Romainville - Vaillant-Couturier,31024,1,0,"[48.86785, 2.446748]",2023-04-28T09:46:31+00:00,1,36,38,OUI,OUI,Montreuil,OUI,2023-04-28T10:19:00.522Z
Alibert - Jemmapes,10013,4,2,"[48.871044051984, 2.3661044619878]",2023-04-28T09:54:20+00:00,6,50,60,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Porte de Saint-Ouen - Bessières,17044,4,16,"[48.89792240854517, 2.32851451022192]",2023-04-28T09:54:26+00:00,20,17,42,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Moulin de Pierre - Abbé Grégoire,21326,3,0,"[48.822036188382, 2.2754641655975]",2023-04-28T09:45:36+00:00,3,17,20,OUI,OUI,Issy-les-Moulineaux,OUI,2023-04-28T10:19:00.522Z
Saint-Cloud - Hippodrome,16138,0,0,"[48.85772148887421, 2.2549109905958176]",2023-04-28T09:50:18+00:00,0,25,30,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Rond-point du Dr Albert Schweitzer,22207,1,3,"[48.78980918988166, 2.3143940046429634]",2023-04-28T09:45:47+00:00,4,18,22,OUI,OUI,Bagneux,OUI,2023-04-28T10:19:00.522Z
Théâtre des Amandiers - Palais des sports,92002,1,13,"[48.892648526839, 2.2136941552162]",2023-04-28T09:53:13+00:00,14,9,23,OUI,OUI,Nanterre,OUI,2023-04-28T10:19:00.522Z
Italie - Tolbiac,13030,1,0,"[48.82557229464416, 2.3576171323657036]",2023-04-28T09:54:12+00:00,1,19,21,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Vaugirard - Monsieur le Prince,6029,6,1,"[48.848951441614, 2.3411329463124]",2023-04-28T09:54:21+00:00,7,18,26,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Serrurier,19027,0,0,"[48.8804934032465, 2.39806417375803]",2023-04-28T09:51:36+00:00,0,18,18,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Raspail Barbès,31028,17,2,"[48.8529945, 2.4247387]",2023-04-28T09:52:54+00:00,19,9,28,OUI,OUI,Montreuil,OUI,2023-04-28T10:19:00.522Z
De Toqueville - Terrasse,17048,2,1,"[48.882428, 2.314002]",2023-04-28T09:47:12+00:00,3,27,30,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Jules Guesde - Pont du Port à l'Anglais,44017,3,23,"[48.79628807093802, 2.417212128639221]",2023-04-28T09:54:05+00:00,26,3,30,OUI,OUI,Vitry-sur-Seine,OUI,2023-04-28T10:19:00.522Z
Artois - Berri,8103,11,4,"[48.87393521240818, 2.3064258322119713]",2023-04-28T09:54:06+00:00,15,5,23,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Charlot - Stade Gabriel Voisin,21323,0,0,"[48.827228120536, 2.268122527474]",2023-04-07T06:20:24+00:00,0,0,0,NON,NON,Issy-les-Moulineaux,NON,2023-04-28T10:19:00.522Z
Liard - Amiral Mouchez,14013,1,0,"[48.8214169, 2.342167]",2023-04-28T09:53:06+00:00,1,11,14,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Regnault - Patay,13118,5,29,"[48.82435782216384, 2.377065159380436]",2023-04-28T09:51:53+00:00,34,25,63,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Abbeville - Faubourg Poissonnière,9002,2,2,"[48.879223, 2.349147]",2023-04-28T09:53:38+00:00,4,8,14,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Octave Feuillet - Albéric Magnard,16110,1,4,"[48.86106902949534, 2.2730283066630363]",2023-04-28T09:54:51+00:00,5,16,21,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Faubourg Montmartre - La Fayette,9014,10,15,"[48.87525454905335, 2.340853661298752]",2023-04-28T09:54:47+00:00,25,8,35,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Place Jean-Spire-Lemaître,43009,3,0,"[48.8468428626593, 2.452062070369721]",2023-04-28T09:53:47+00:00,3,46,50,OUI,OUI,Vincennes,OUI,2023-04-28T10:19:00.522Z
Bellefond - Poissonnière,9001,3,1,"[48.87759897050706, 2.348463758826256]",2023-04-28T09:50:47+00:00,4,13,17,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Alexandre Parodi - Quai de Valmy,10162,2,0,"[48.87935941942529, 2.366596162319184]",2023-04-28T09:52:34+00:00,2,21,24,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Granges aux Belles,10115,1,1,"[48.8761373390584, 2.3680844979417]",2023-04-28T09:54:18+00:00,2,23,27,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Gare de l'Est - Faubourg-Saint-Martin,10161,2,3,"[48.875642647477, 2.3594588041306]",2023-04-28T09:53:29+00:00,5,26,32,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Boulangers - Cardinal Lemoine,5022,3,0,"[48.8462904, 2.3521495]",2023-04-28T09:52:35+00:00,3,17,20,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Boudreau - Auber,9106,3,8,"[48.87219, 2.329423]",2023-04-28T09:52:23+00:00,11,2,14,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Verger - Colonel Guichard,21328,8,1,"[48.816376985087, 2.2670380088932]",2023-04-28T09:52:01+00:00,9,20,29,OUI,OUI,Issy-les-Moulineaux,OUI,2023-04-28T10:19:00.522Z
Pereire - Ternes,17040,6,1,"[48.87973954830735, 2.288012132048607]",2023-04-28T09:51:23+00:00,7,39,48,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Douai - Bruxelles,9038,1,1,"[48.88320784122797, 2.3308449949028507]",2023-04-28T09:51:55+00:00,2,24,27,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Quai de l'Horloge - Pont Neuf,1001,12,2,"[48.857058739111, 2.3417982839439]",2023-04-28T09:54:42+00:00,14,1,17,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Gare Rosny-Bois-Perrier,31103,23,7,"[48.88115023337061, 2.480436824262142]",2023-04-28T09:51:31+00:00,30,3,36,OUI,OUI,Rosny-sous-Bois,OUI,2023-04-28T10:19:00.522Z
Porte Pouchet-Bessières,17008,4,5,"[48.8978765, 2.3230632]",2023-04-28T09:53:36+00:00,9,11,23,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Vigée-Lebrun - Anselme Payen,15112,5,1,"[48.838683941628375, 2.3110422492027287]",2023-04-28T09:49:25+00:00,6,18,24,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Octave Gréard - Tour Eiffel,7025,18,11,"[48.856502977696, 2.2931787543289]",2023-04-28T09:53:35+00:00,29,2,33,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Institut de France,6001,4,12,"[48.857615678565, 2.3358313530377]",2023-04-28T09:47:49+00:00,16,1,17,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Château - République,31706,2,0,"[48.862923800596, 2.4155035614967]",2023-04-28T09:50:52+00:00,2,24,26,OUI,OUI,Bagnolet,OUI,2023-04-28T10:19:00.522Z
Henri Barbusse - Stalingrad,22409,0,0,"[48.814183748660554, 2.2872862592339516]",2023-04-28T09:52:57+00:00,0,15,16,OUI,OUI,Malakoff,OUI,2023-04-28T10:19:00.522Z
Thionville - Ourcq,19015,0,0,"[48.88917613743794, 2.3833653330802917]",2023-04-28T09:52:53+00:00,0,23,24,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Rossini - Laffitte,9022,7,18,"[48.87334627510507, 2.337980867701675]",2023-04-28T09:53:30+00:00,25,6,33,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Argenteuil - Voltaire,26003,1,0,"[48.91864865955558, 2.2814112156629562]",2023-04-28T09:53:36+00:00,1,13,16,OUI,OUI,Asnières-sur-Seine,OUI,2023-04-28T10:19:00.522Z
Chartres - La Charbonnière,18107,3,0,"[48.8847601, 2.3534657]",2023-04-28T09:50:33+00:00,3,31,34,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Gare du Nord - Hôpital Lariboisière,10107,9,10,"[48.881949, 2.352339]",2023-04-28T09:54:40+00:00,19,30,49,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Roquette - Thiéré,11002,1,5,"[48.85507930579506, 2.3733686318721463]",2023-04-28T09:53:36+00:00,6,16,23,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Exelmans - Versailles,16039,2,5,"[48.84097491091973, 2.264390252530575]",2023-04-28T09:54:21+00:00,7,39,49,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Saint-Maur - Roquette,11023,3,2,"[48.858688774062955, 2.383553994571467]",2023-04-28T09:51:30+00:00,5,39,46,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
11 Novembre 1918 - 8 Mai 1945,45003,21,7,"[48.80889533774377, 2.5382421165704727]",2023-04-28T09:53:24+00:00,28,8,36,OUI,OUI,Champigny-sur-Marne,OUI,2023-04-28T10:19:00.522Z
Place Du Général De Gaulle,31009,2,0,"[48.8687591, 2.4329931]",2023-04-28T09:53:37+00:00,2,24,26,OUI,OUI,Montreuil,OUI,2023-04-28T10:19:00.522Z
Claude Decaen - Cannebière,12111,3,2,"[48.83761417037952, 2.397253782195704]",2023-04-28T09:48:54+00:00,5,20,27,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Berri - Haussmann,8034,18,13,"[48.874746047357135, 2.3082953318953514]",2023-04-28T09:54:13+00:00,31,3,35,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Amelot - Saint-Sébastien,11047,3,9,"[48.86114216276092, 2.367799618107727]",2023-04-28T09:53:14+00:00,12,15,30,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Delphine Seyrig - Général Leclerc,19043,2,3,"[48.893923963057865, 2.39790290594101]",2023-04-28T09:52:52+00:00,5,47,53,OUI,OUI,Pantin,OUI,2023-04-28T10:19:00.522Z
Panthéon - Valette,5032,31,4,"[48.84702057165222, 2.3464982619671075]",2023-04-28T09:53:22+00:00,35,1,39,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Cimetière de Montrouge,14020,4,2,"[48.822009, 2.322188699]",2023-04-28T09:49:45+00:00,6,49,58,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Pyrénées - Emmery,20042,0,0,"[48.872010281270974, 2.392039597034455]",2023-04-28T09:52:49+00:00,0,40,40,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Pyramide - Ecole du Breuil,12128,5,9,"[48.82237977153955, 2.4586871266365056]",2023-04-28T09:52:54+00:00,14,20,34,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Schoelcher - Raspail,14003,8,1,"[48.83681733526843, 2.3312794080411474]",2023-04-28T09:54:15+00:00,9,40,50,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Rouget de Lisle,46002,14,13,"[48.764615483395254, 2.4071189761161804]",2023-04-28T09:53:00+00:00,27,6,35,OUI,OUI,Choisy-le-Roi,OUI,2023-04-28T10:19:00.522Z
Charles de Gaulle - Beauté,41302,10,0,"[48.83649602312711, 2.479562651149885]",2023-04-28T09:52:43+00:00,10,38,49,OUI,OUI,Nogent-sur-Marne,OUI,2023-04-28T10:19:00.522Z
Jourdain - Place des Grandes Rigoles,20112,0,0,"[48.87403113727167, 2.38959476351738]",2023-04-28T09:51:43+00:00,0,21,22,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Grands Moulins de Pantin,19044,8,5,"[48.89738369720229, 2.3959985375404362]",2023-04-28T09:53:54+00:00,13,34,50,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Gabriel Péri - Francisco Ferrer,33102,0,0,"[48.88633710236977, 2.407338917255402]",2023-04-28T09:53:26+00:00,0,16,18,OUI,OUI,Le Pré-Saint-Gervais,OUI,2023-04-28T10:19:00.522Z
Roger Salengro - Fontainebleau,42706,2,0,"[48.814548697325, 2.3611663654447]",2023-04-28T09:51:32+00:00,2,23,25,OUI,OUI,Le Kremlin-Bicêtre,OUI,2023-04-28T10:19:00.522Z
Hôpital Européen Georges Pompidou,15104,27,33,"[48.83769531916335, 2.275374233722687]",2023-04-28T09:53:49+00:00,60,3,64,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Concorde - Stalingrad,44006,1,0,"[48.7985844, 2.3821302]",2023-04-28T09:52:33+00:00,1,33,35,OUI,OUI,Vitry-sur-Seine,OUI,2023-04-28T10:19:00.522Z
Saint-Jacques - Val de Grâce,5004,6,2,"[48.8417514, 2.3413893]",2023-04-28T09:53:58+00:00,8,9,20,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Porte de Vanves,14138,6,1,"[48.828012849445, 2.3056878894567]",2023-04-28T09:54:23+00:00,7,24,32,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Place Albert Kahn,18031,0,0,"[48.8957969797804, 2.345585584134864]",2023-04-28T09:49:28+00:00,0,44,46,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Championnet - Vauvenargues,18028,3,2,"[48.89401874744574, 2.3319872841238976]",2023-04-28T09:53:03+00:00,5,25,33,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Rocher - Laborde,8017,4,13,"[48.87590240712654, 2.322616316378116]",2023-04-28T09:54:25+00:00,17,46,65,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Mouton Duvernet - Général Leclerc,14008,4,0,"[48.831632518292565, 2.3293121159076686]",2023-04-28T09:52:47+00:00,4,34,39,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Marc Sangnier - Porte de Vanves,14106,2,0,"[48.825218683556734, 2.3107116669416428]",2023-04-28T09:52:42+00:00,2,18,21,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Etienne Jodelle - Saint Ouen,18046,0,1,"[48.88794016394694, 2.326124420314341]",2023-04-28T09:50:53+00:00,1,29,33,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Bertie Albrecht - Hoche,8054,14,5,"[48.87614039826388, 2.301303138307601]",2023-04-28T09:51:55+00:00,19,12,32,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
David Weill - Parc Montsouris,14124,4,2,"[48.821092374256104, 2.333725690841675]",2023-04-28T09:54:42+00:00,6,15,22,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Saint Lambert - Blomet,15133,1,1,"[48.83659148147257, 2.2930556908249855]",2023-04-28T09:53:46+00:00,2,24,27,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Place Robert Guillemard,15110,2,21,"[48.836191728066666, 2.2811267160086417]",2023-04-28T09:51:47+00:00,23,1,24,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Edouard Tremblay - Julian Grimaux,44013,0,0,"[48.781383825117, 2.3723508417606]",2023-04-28T09:51:40+00:00,0,30,30,OUI,OUI,Vitry-sur-Seine,OUI,2023-04-28T10:19:00.522Z
François Debergue - Croix de Chavaux,31008,0,2,"[48.857421708072074, 2.437578141689301]",2023-04-28T09:53:46+00:00,2,55,57,OUI,OUI,Montreuil,OUI,2023-04-28T10:19:00.522Z
Nationale - Place Jules Guesde,21015,5,2,"[48.82753962462998, 2.2416052222251897]",2023-04-28T09:53:43+00:00,7,15,23,OUI,OUI,Boulogne-Billancourt,OUI,2023-04-28T10:19:00.522Z
Gabriel Péri - Danielle Casanova,44003,8,4,"[48.790114, 2.4025777]",2023-04-28T09:51:41+00:00,12,7,20,OUI,OUI,Vitry-sur-Seine,OUI,2023-04-28T10:19:00.522Z
Lakanal - Commerce,15034,0,44,"[48.84442462786544, 2.294059172272682]",2023-04-28T09:54:40+00:00,44,8,53,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Gare Rer de Fontenay sous Bois,41202,14,0,"[48.8436279, 2.4630465]",2023-04-28T09:53:00+00:00,14,47,61,OUI,OUI,Fontenay-sous-Bois,OUI,2023-04-28T10:19:00.522Z
Cossonnerie - Sébastopol,1119,3,4,"[48.86132665908402, 2.349419631063938]",2023-04-28T09:53:12+00:00,7,16,24,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Noisy le Sec - Jean-Baptiste Clément,31708,2,0,"[48.87451538963655, 2.415283620357514]",2023-04-28T09:52:12+00:00,2,20,22,OUI,OUI,Bagnolet,OUI,2023-04-28T10:19:00.522Z
Marcelle - Thalie,35020,4,0,"[48.8835462, 2.4137883]",2023-04-28T09:50:32+00:00,4,14,20,OUI,OUI,Pantin,OUI,2023-04-28T10:19:00.522Z
Cujas - Saint-Michel,5106,12,2,"[48.848191348584, 2.341831654854]",2023-04-28T09:53:47+00:00,14,3,19,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Henri Ste-Claire Déville - Paul Héroult,25003,5,12,"[48.892663, 2.172411]",2023-04-28T09:53:32+00:00,17,7,24,OUI,OUI,Rueil-Malmaison,OUI,2023-04-28T10:19:00.522Z
Victoire - Chaussée d'Antin,9116,5,11,"[48.875065791004396, 2.3316738009452824]",2023-04-28T09:54:19+00:00,16,3,24,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Victor Hugo - Galliéni,21008,10,16,"[48.83802015441127, 2.2460845112800603]",2023-04-28T09:53:36+00:00,26,8,34,OUI,OUI,Boulogne-Billancourt,OUI,2023-04-28T10:19:00.522Z
Richard Lenoir - Jean-Pierre Timbaud,11039,2,1,"[48.86580427668637, 2.369337074966926]",2023-04-28T09:50:56+00:00,3,31,36,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Legendre - Dulong,17013,0,1,"[48.885325169402904, 2.316423766314984]",2023-04-28T09:54:05+00:00,1,21,23,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Botzaris - Parc des Buttes Chaumont,19024,1,1,"[48.877951, 2.381464]",2023-04-28T09:47:03+00:00,2,18,20,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Général De Gaulle - Alouette,41601,0,1,"[48.839109, 2.4175664]",2023-04-28T09:54:30+00:00,1,24,26,OUI,OUI,Saint-Mandé,OUI,2023-04-28T10:19:00.522Z
Rochechouart lamartine,9010,8,2,"[48.876719895109, 2.344393021853951]",2023-04-28T09:54:24+00:00,10,14,24,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Joseph Liouville - Croix Nivert,15021,2,13,"[48.844835471244416, 2.297508493065834]",2023-04-28T09:54:17+00:00,15,48,64,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Hoche - Tilsitt,8057,7,1,"[48.874836457837, 2.2971323132515]",2023-04-28T09:54:34+00:00,8,23,33,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Jean-François Lépine - Stephenson,18009,1,1,"[48.88611466796807, 2.356855627529275]",2023-04-28T09:54:16+00:00,2,17,22,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Beffroy,22003,10,11,"[48.886591074487995, 2.261394560337067]",2023-04-28T09:54:39+00:00,21,1,26,OUI,OUI,Neuilly-sur-Seine,OUI,2023-04-28T10:19:00.522Z
Abbé Carton - Plantes,14110,1,0,"[48.827673823165846, 2.320918142795563]",2023-04-28T09:53:59+00:00,1,23,25,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Sablons - Georges Mandel,16108,2,3,"[48.863875, 2.28189]",2023-04-28T09:48:14+00:00,5,33,38,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Gare RER de Vincennes,43005,27,18,"[48.847563015126106, 2.433383166790009]",2023-04-28T09:54:51+00:00,45,5,51,OUI,OUI,Vincennes,OUI,2023-04-28T10:19:00.522Z
Mairie du 11ème,11024,2,3,"[48.858925, 2.3789759]",2023-04-28T09:54:09+00:00,5,41,51,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Théophile Gautier - François Millet,16136,3,8,"[48.85034821320644, 2.273029983043671]",2023-04-28T09:53:42+00:00,11,18,30,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Villette - Belleville,19032,0,1,"[48.8726877314, 2.376461327076]",2023-04-28T09:54:50+00:00,1,42,48,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Larmeroux - Baudelaire,21701,1,1,"[48.816939911292, 2.2809894804846]",2023-04-28T09:54:18+00:00,2,27,29,OUI,OUI,Vanves,OUI,2023-04-28T10:19:00.522Z
Lieutenant Chauré - Etienne Marey,20134,0,0,"[48.86746195408435, 2.405970990657807]",2023-04-28T09:45:47+00:00,0,20,20,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Arche - Léonard de Vinci,24001,9,3,"[48.89790972494496, 2.2383723043644914]",2023-04-28T09:54:37+00:00,12,14,28,OUI,OUI,Courbevoie,OUI,2023-04-28T10:19:00.522Z
Auguste Cain - Jean Moulin,14136,2,0,"[48.82577028927573, 2.3210415244102482]",2023-04-28T09:49:39+00:00,2,38,40,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Miromesnil - La Boétie,8025,14,15,"[48.87372241291653, 2.315848097205162]",2023-04-28T09:54:48+00:00,29,4,35,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Marseille - Beaurepaire,10014,0,5,"[48.871624306962985, 2.3639265082738348]",2023-04-28T09:54:26+00:00,5,46,55,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Arago - Glacière,13002,1,0,"[48.83486054775774, 2.3445770524322067]",2023-04-28T09:52:22+00:00,1,25,27,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Mairie d'Ivry-sur-Seine,42010,0,29,"[48.81057120969284, 2.3842826485633855]",2023-04-28T09:54:07+00:00,29,24,53,OUI,OUI,Ivry-sur-Seine,OUI,2023-04-28T10:19:00.522Z
Parc Georges Brassens - Brancion,15046,2,0,"[48.83227829269761, 2.3022570088505745]",2023-04-28T09:52:29+00:00,2,27,29,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Place Paul Eluard,46001,10,8,"[48.7672039733195, 2.4144977331161503]",2023-04-28T09:54:22+00:00,18,1,19,OUI,OUI,Choisy-le-Roi,OUI,2023-04-28T10:19:00.522Z
Exelmans - Michel-Ange,16040,1,0,"[48.84309486651855, 2.2597770800669053]",2023-04-28T09:52:41+00:00,1,31,33,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Reims - Raymond Pitet,17028,6,3,"[48.8888, 2.296319]",2023-04-28T09:53:53+00:00,9,28,37,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Saint-Vincent - Verdun,21301,0,22,"[48.819211549234495, 2.254007756710053]",2023-04-28T09:54:19+00:00,22,11,34,OUI,OUI,Issy-les-Moulineaux,OUI,2023-04-28T10:19:00.522Z
Aristide Briand - Gare de Bagneux,42302,10,3,"[48.79387269664978, 2.321148812770844]",2023-04-28T09:52:00+00:00,13,8,22,OUI,OUI,Cachan,OUI,2023-04-28T10:19:00.522Z
Victoria - Place du Chatelet,1002,6,6,"[48.857992591527, 2.3469167947769]",2023-04-28T09:53:05+00:00,12,10,22,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Seine - Flandre,19029,0,1,"[48.886785741479684, 2.3746193200349808]",2023-04-28T09:52:45+00:00,1,15,19,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Hautpoul - Jean Jaurès,19016,2,0,"[48.886393679436, 2.3865414544355]",2023-04-28T09:53:13+00:00,2,29,32,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Madame de Sanzillon - Mozart,21104,3,6,"[48.90379820774301, 2.3187401890754704]",2023-04-28T09:53:00+00:00,9,9,22,OUI,OUI,Clichy,OUI,2023-04-28T10:19:00.522Z
Grand Prieuré - Crussol,11042,2,11,"[48.864660627935, 2.3692265531829]",2023-04-28T09:54:15+00:00,13,34,49,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Square d'Anvers,9005,1,0,"[48.882633484311, 2.3448844062122]",2023-04-28T09:46:26+00:00,1,32,33,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Volontaire - Lecourbe,15013,4,5,"[48.8435137879902, 2.3065522313117985]",2023-04-28T09:53:11+00:00,9,21,31,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Quai du docteur Dervaux,26013,0,0,"[48.910482, 2.297998]",2023-01-18T08:46:16+00:00,0,26,26,NON,NON,Asnières-sur-Seine,NON,2023-04-28T10:19:00.522Z
Gare RER de Gentilly,42504,1,1,"[48.814280450380224, 2.3410347104072575]",2023-04-28T09:48:40+00:00,2,27,30,OUI,OUI,Gentilly,OUI,2023-04-28T10:19:00.522Z
Place de la Porte de Paris,32016,1,0,"[48.93009363207303, 2.3564037680625916]",2023-04-28T09:54:45+00:00,1,39,40,OUI,OUI,Saint-Denis,OUI,2023-04-28T10:19:00.522Z
Boyer - Ménilmontant,20121,2,0,"[48.86889516267913, 2.3919824145634565]",2018-05-21T05:59:45+00:00,2,1,19,NON,OUI,Paris,NON,2023-04-28T10:19:00.522Z
Saint-Jacques - Soufflot,5006,0,0,"[48.8465255, 2.343099]",2018-06-06T06:42:14+00:00,0,0,0,NON,OUI,Paris,NON,2023-04-28T10:19:00.522Z
Jules Ferry - Faubourg du Temple Paris,11036,0,4,"[48.868397, 2.3678933]",2023-04-28T09:52:11+00:00,4,49,58,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Stephenson - Doudeauville,18012,1,0,"[48.888537048944826, 2.3561610281467438]",2023-04-28T09:49:55+00:00,1,34,36,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Place de l'Édit de Nantes,19125,1,0,"[48.88879, 2.3785]",2023-04-28T09:54:07+00:00,1,29,30,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Saint Georges - d'Aumale,9021,1,3,"[48.87778639599673, 2.337429821491241]",2023-04-28T09:46:32+00:00,4,18,23,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Stalingrad - Germaine Tailleferre,42029,3,0,"[48.80257200481316, 2.3786691203713417]",2023-04-28T09:46:58+00:00,3,24,28,OUI,OUI,Ivry-sur-Seine,OUI,2023-04-28T10:19:00.522Z
Porte de Vincennes,12115,2,0,"[48.846454, 2.415514]",2023-04-28T09:54:30+00:00,2,30,33,OUI,OUI,Paris,OUI,2023-04-28T10:19:00.522Z
Guynemer - Séverine,21313,7,5,"[48.83091743371036, 2.2790706530213356]",2023-04-28T09:52:46+00:00,12,13,26,OUI,OUI,Issy-les-Moulineaux,OUI,2023-04-28T10:19:00.522Z
